"EmployeeID","MonthlyIncome","JobRole","TotalWorkingYears","Gender","Age","Education Level"
"9322","5807","Education","9","Female","45","Bachelor’s Degree"
"27159","5957","Media","14","Female","30","High School"
"4643","5107","Finance","19","Male","32","Bachelor’s Degree"
"39282","4680","Education","24","Female","50","Master’s Degree"
"6321","7328","Healthcare","23","Female","53","Associate Degree"
"67962","6481","Healthcare","43","Female","51","Master’s Degree"
"55629","5943","Media","18","Male","49","High School"
"62475","5158","Education","17","Female","54","PhD"
"48876","3001","Education","9","Male","47","High School"
"12319","5570","Education","2","Female","59","Bachelor’s Degree"
"44114","8539","Finance","12","Male","45","Associate Degree"
"74060","5932","Media","6","Female","36","Bachelor’s Degree"
"27294","9713","Healthcare","15","Male","31","Associate Degree"
"3600","4629","Education","19","Female","36","Associate Degree"
"22287","5171","Education","14","Male","24","Associate Degree"
"61399","4275","Education","4","Female","30","Bachelor’s Degree"
"32684","4747","Education","41","Female","59","Bachelor’s Degree"
"69554","9855","Healthcare","9","Male","40","Associate Degree"
"34556","6376","Media","33","Male","42","Associate Degree"
"37063","7225","Healthcare","8","Male","50","Master’s Degree"
"61232","3207","Education","10","Male","36","High School"
"17746","6034","Media","19","Male","34","Bachelor’s Degree"
"3308","5831","Media","2","Female","54","Associate Degree"
"26540","7346","Technology","20","Male","48","Associate Degree"
"7283","9014","Healthcare","1","Male","22","Master’s Degree"
"30162","4238","Education","22","Female","35","Associate Degree"
"71841","8441","Finance","7","Female","33","PhD"
"38399","10948","Technology","5","Female","18","Bachelor’s Degree"
"34073","6059","Finance","1","Female","53","Associate Degree"
"36808","4353","Education","26","Male","43","Associate Degree"
"65508","8773","Healthcare","7","Male","27","High School"
"52749","8351","Technology","22","Female","36","Associate Degree"
"60747","9303","Healthcare","42","Male","59","Associate Degree"
"43447","6414","Technology","3","Male","20","High School"
"20299","6573","Media","3","Male","26","Master’s Degree"
"73374","8920","Technology","6","Female","26","Associate Degree"
"12645","6352","Healthcare","9","Male","53","Bachelor’s Degree"
"55413","10453","Finance","14","Male","28","Bachelor’s Degree"
"2408","9460","Healthcare","8","Male","19","Master’s Degree"
"70662","9989","Healthcare","15","Male","26","Associate Degree"
"64288","6943","Finance","7","Female","19","Bachelor’s Degree"
"18729","4283","Education","39","Female","48","Bachelor’s Degree"
"35845","8461","Finance","12","Male","51","Bachelor’s Degree"
"5892","8543","Healthcare","17","Male","26","Master’s Degree"
"38374","8861","Healthcare","34","Male","55","Master’s Degree"
"26884","11145","Finance","18","Female","49","High School"
"22132","5935","Finance","20","Male","39","High School"
"39092","12136","Technology","2","Female","27","Bachelor’s Degree"
"63392","8946","Healthcare","3","Male","28","Associate Degree"
"6954","5635","Media","6","Male","34","Bachelor’s Degree"
"61407","4035","Finance","4","Female","25","High School"
"40664","10069","Technology","10","Male","24","Bachelor’s Degree"
"28563","6358","Media","2","Male","22","Bachelor’s Degree"
"54585","2586","Education","16","Male","37","Associate Degree"
"21575","5785","Education","8","Male","20","Bachelor’s Degree"
"1811","5776","Technology","11","Male","27","Associate Degree"
"41810","9168","Healthcare","7","Female","26","High School"
"47616","7657","Healthcare","3","Male","18","Master’s Degree"
"18762","8297","Technology","9","Male","31","Associate Degree"
"67879","8770","Healthcare","4","Male","18","Associate Degree"
"56681","7710","Technology","9","Male","31","Associate Degree"
"39969","4200","Education","1","Female","23","Associate Degree"
"19180","9134","Healthcare","1","Female","43","High School"
"48048","6908","Healthcare","28","Male","58","Associate Degree"
"11096","5992","Media","6","Male","39","Bachelor’s Degree"
"41206","3789","Education","27","Male","47","Bachelor’s Degree"
"59315","4193","Education","17","Male","25","Master’s Degree"
"51870","5177","Education","17","Female","49","Master’s Degree"
"40546","6689","Media","27","Male","37","Master’s Degree"
"32926","7671","Healthcare","14","Female","44","Master’s Degree"
"4077","10363","Technology","4","Male","37","High School"
"8381","6451","Media","1","Male","35","High School"
"3578","9933","Technology","23","Male","40","Associate Degree"
"59838","5712","Education","23","Male","39","Bachelor’s Degree"
"62699","12027","Finance","13","Female","23","Bachelor’s Degree"
"6210","11316","Technology","4","Male","51","Associate Degree"
"55009","9301","Technology","8","Female","22","High School"
"42820","8402","Finance","49","Male","57","Master’s Degree"
"9336","7358","Healthcare","29","Male","57","Associate Degree"
"67089","8598","Healthcare","5","Male","29","Bachelor’s Degree"
"54835","7616","Healthcare","24","Male","34","Associate Degree"
"32940","7330","Healthcare","5","Male","33","Master’s Degree"
"6115","6111","Media","12","Female","34","Master’s Degree"
"48600","6869","Healthcare","16","Female","26","High School"
"33940","12278","Technology","14","Female","39","Associate Degree"
"57296","7567","Healthcare","21","Female","38","Associate Degree"
"20774","6705","Technology","6","Male","41","Bachelor’s Degree"
"33716","8986","Healthcare","38","Male","57","Associate Degree"
"36835","11611","Technology","13","Male","49","Master’s Degree"
"15378","9279","Finance","22","Female","38","Bachelor’s Degree"
"39411","7892","Healthcare","19","Female","27","High School"
"29165","10520","Technology","5","Male","41","Bachelor’s Degree"
"9860","6095","Media","8","Female","26","Bachelor’s Degree"
"63202","9514","Technology","12","Female","47","Master’s Degree"
"52166","6940","Technology","40","Female","52","Bachelor’s Degree"
"50659","8031","Finance","12","Male","41","Bachelor’s Degree"
"67500","3578","Education","35","Female","52","Associate Degree"
"61696","5744","Media","33","Male","48","Bachelor’s Degree"
"13395","4576","Education","19","Male","36","Associate Degree"
"70236","7079","Technology","28","Male","49","High School"
"64209","11259","Technology","24","Male","59","Bachelor’s Degree"
"18954","3646","Education","5","Female","54","Associate Degree"
"56290","6588","Media","8","Female","20","PhD"
"3207","9370","Technology","32","Male","51","PhD"
"5631","5929","Finance","6","Female","20","High School"
"69210","4356","Education","41","Female","51","Master’s Degree"
"42514","3446","Education","30","Male","46","Master’s Degree"
"67721","6513","Media","28","Male","37","Bachelor’s Degree"
"60496","4188","Education","4","Female","24","PhD"
"44600","8925","Technology","6","Male","34","Associate Degree"
"7246","4885","Education","5","Male","50","Master’s Degree"
"32736","7777","Finance","14","Female","39","High School"
"41389","7945","Finance","3","Male","19","Master’s Degree"
"32146","6560","Healthcare","26","Female","49","Associate Degree"
"16883","3707","Education","9","Male","19","High School"
"57554","7606","Healthcare","8","Male","25","Bachelor’s Degree"
"58361","6408","Media","19","Male","52","High School"
"61436","6725","Healthcare","1","Female","58","Bachelor’s Degree"
"45532","9141","Technology","10","Male","20","High School"
"57034","9774","Finance","49","Female","59","Associate Degree"
"4113","7911","Healthcare","23","Male","54","Master’s Degree"
"22456","6782","Healthcare","31","Male","55","Associate Degree"
"29657","4843","Education","33","Male","48","High School"
"20684","7228","Technology","11","Male","43","Associate Degree"
"24081","8850","Healthcare","15","Female","30","Bachelor’s Degree"
"43320","6471","Media","7","Male","32","High School"
"73869","8886","Healthcare","4","Female","18","Master’s Degree"
"69234","5490","Media","14","Male","28","Master’s Degree"
"25875","8532","Healthcare","16","Female","30","Master’s Degree"
"45135","8189","Healthcare","19","Male","37","Bachelor’s Degree"
"66524","9642","Technology","16","Male","30","Bachelor’s Degree"
"60887","9894","Healthcare","10","Female","42","Master’s Degree"
"57206","5937","Media","30","Male","48","Master’s Degree"
"15473","4785","Education","14","Female","36","Bachelor’s Degree"
"35589","8940","Healthcare","17","Female","59","Associate Degree"
"22219","7708","Finance","38","Female","52","Associate Degree"
"64299","5226","Education","5","Male","20","Bachelor’s Degree"
"69487","10915","Technology","13","Male","23","Master’s Degree"
"51944","6565","Healthcare","17","Male","50","Associate Degree"
"48587","9044","Healthcare","9","Female","29","Associate Degree"
"16773","6482","Healthcare","18","Female","30","High School"
"68956","5483","Education","7","Male","25","Bachelor’s Degree"
"68222","12599","Technology","3","Female","26","Master’s Degree"
"74142","4541","Education","17","Male","34","Associate Degree"
"34354","8055","Technology","21","Male","54","Associate Degree"
"36127","8507","Technology","4","Male","18","Associate Degree"
"38670","8997","Technology","30","Female","50","Associate Degree"
"34095","7475","Healthcare","26","Female","46","Associate Degree"
"29058","8528","Finance","12","Male","26","Associate Degree"
"56050","9568","Healthcare","24","Female","36","Associate Degree"
"36658","9682","Finance","18","Male","26","Associate Degree"
"55431","5868","Media","34","Male","58","High School"
"55047","4739","Education","12","Male","32","Master’s Degree"
"27216","6948","Finance","32","Male","49","High School"
"58260","4039","Education","40","Male","54","Associate Degree"
"69576","4362","Education","14","Male","28","Bachelor’s Degree"
"58590","8371","Finance","23","Male","32","High School"
"22213","8123","Technology","46","Male","57","High School"
"50803","2977","Education","12","Male","20","Bachelor’s Degree"
"31985","8182","Healthcare","6","Female","53","Master’s Degree"
"27258","3400","Education","4","Female","19","High School"
"4960","7389","Finance","16","Male","34","Associate Degree"
"38017","2943","Education","29","Female","55","Bachelor’s Degree"
"12648","6201","Media","15","Female","41","Master’s Degree"
"36770","5634","Media","2","Male","26","Bachelor’s Degree"
"17224","4027","Education","23","Male","32","High School"
"49588","7627","Healthcare","30","Male","59","Master’s Degree"
"30223","7968","Finance","24","Female","50","Associate Degree"
"5766","10746","Technology","7","Female","18","High School"
"34190","4850","Education","13","Male","47","Associate Degree"
"23815","7708","Finance","6","Male","21","Associate Degree"
"9967","10816","Technology","5","Male","35","Bachelor’s Degree"
"15625","5250","Education","15","Female","29","Bachelor’s Degree"
"39310","7217","Technology","27","Female","46","Bachelor’s Degree"
"45584","11621","Technology","23","Male","36","Bachelor’s Degree"
"33710","8010","Healthcare","3","Female","28","High School"
"6642","4548","Education","6","Female","21","Bachelor’s Degree"
"49013","6974","Healthcare","25","Female","55","Bachelor’s Degree"
"52005","8780","Technology","33","Female","51","Associate Degree"
"18947","6286","Media","18","Male","40","PhD"
"44437","9076","Technology","1","Male","20","Bachelor’s Degree"
"71638","3779","Education","31","Male","50","Associate Degree"
"10003","8699","Technology","12","Male","34","Bachelor’s Degree"
"50293","5624","Media","19","Female","51","High School"
"9766","4553","Education","36","Female","46","High School"
"16443","7857","Healthcare","8","Male","54","Associate Degree"
"62092","9438","Finance","7","Male","56","Master’s Degree"
"54724","7006","Healthcare","27","Female","54","Associate Degree"
"61807","5481","Education","35","Male","46","Associate Degree"
"23398","12018","Technology","20","Male","46","Associate Degree"
"72369","4553","Education","32","Male","43","Associate Degree"
"53840","6993","Finance","24","Male","33","High School"
"72563","7038","Technology","15","Male","50","Master’s Degree"
